	GpB_1	GpB_2	GpA_1	GpA_2	GpA_3	GpA_4	GpA_5	GpA_6
IGSF9	0	0	0	0	0	0	0	0
IGSF9B	1	0	2	3	5	2	6	2
IKZF2	37	8	23	33	22	19	23	22
IKZF4	3	23	14	20	20	33	29	32
IL10	7	28	0	5	2	8	8	1
IL10RB-AS1	0	0	0	0	0	0	0	0
IL11	0	0	0	0	0	0	0	0
IL11RA	11	5	23	11	8	19	13	20
IL12A	1	0	2	3	53	4	2	1
IL12B	3	3	21	81	90	39	43	104
IL12RB1	19	14	38	119	226	74	112	81
IL12RB2	4	18	13	12	31	6	6	14
IL13	0	0	0	0	0	0	0	0
IL15	0	16	0	4	0	1	4	3
IL17B	1	0	1	3	1	7	5	5
IL17D	0	0	0	0	0	0	0	0
IL17RB	310	365	84	182	19	204	173	553
IL17RC	11	9	10	26	19	17	12	21
IL17RD	0	0	0	0	0	0	0	0
IL17RE	0	0	0	0	0	0	0	0
IL17REL	12	2	7	2	1	2	3	3
IL18	8	4	1	7	7	0	2	1
IL18BP	17	10	13	13	12	3	11	20
IL18R1	0	24	4	4	3	7	4	8
IL18RAP	0	1	2	4	5	1	7	7
IL19	0	0	0	0	0	0	0	0
IL1A	3	244	1	16	19	7	8	3
IL1B	19	6393	14	204	297	141	78	32
IL1R1	2	5	1	8	4	1	3	4
IL1R2	2	30	4	5	8	1	0	12
IL1RAP	21	52	19	27	13	21	15	21
IL1RL1	1	25	0	1	1	0	0	1
IL1RN	6	980	3	25	46	10	7	4
IL20RB	0	0	0	0	0	0	0	0
IL21R-AS1	0	0	0	0	0	0	0	0
IL22RA1	0	0	0	0	0	0	0	0
IL22RA2	0	0	0	0	0	0	0	0
IL23R	0	0	0	0	0	0	0	0
IL24	0	0	0	0	0	0	0	0
IL27	0	3	2	3	15	6	7	0
IL3	0	0	0	0	0	0	0	0
IL31RA	0	0	0	0	0	0	0	0
IL34	1	1	1	2	1	1	2	1
IL36G	0	0	0	0	0	0	0	0
IL3RA	5	740	15	14	26	10	21	5
IL5RA	0	0	0	0	0	0	0	0
IL6	6	5	9	51	150	69	15	13
IL7	2	7	1	3	23	1	1	0
IL7R	9	700	45	58	101	41	19	67
IL9R	1	11	25	13	10	10	5	58
ILDR2	0	0	0	0	0	0	0	0
ILF3-AS1	0	0	0	0	0	0	0	0
IMMP1L	29	39	33	44	21	28	35	38
IMMP2L	61	73	36	26	15	30	32	40
IMPA2	10	24	11	31	19	28	23	41
IMPACT	9	73	12	19	118	35	19	4
IMPG2	0	0	0	0	0	0	0	0
INA	0	22	3	3	18	2	5	0
INADL	203	177	190	62	13	228	277	186
INAFM1	9	2	10	4	4	10	4	7
INAFM2	15	10	9	14	12	21	12	8
INCA1	2	2	12	2	4	8	6	13
INE1	0	0	0	0	0	0	0	0
ING2	20	10	10	31	30	18	19	20
INHBA	3	422	3	57	63	16	25	25
INHBC	7	5	11	2	3	5	7	5
INHBE	28	86	42	8	67	51	14	4
INMT	0	0	0	0	0	0	0	0
INO80B	64	70	67	87	173	93	76	88
INPP4B	1	4	2	3	4	0	2	6
INPP5A	12	13	14	13	7	13	14	22
INPP5J	1	0	3	3	1	3	10	7
INSC	7	3	3	18	5	16	11	5
INSL3	0	0	0	0	0	0	0	0
INSM1	201	149	17	56	4	252	143	25
INSR	26	69	10	40	12	10	24	18
INTS4P2	0	0	0	0	0	0	0	0
INTS6-AS1	0	0	0	0	0	0	0	0
INTU	0	0	0	0	0	0	0	0
IP6K3	0	0	0	0	0	0	0	0
IPCEF1	85	6	99	37	7	67	14	224
IPMK	6	17	11	16	23	18	18	11
IPO5P1	0	0	0	0	0	0	0	0
IPW	0	0	0	0	0	0	0	0
IQCC	8	10	11	14	14	24	13	14
IQCD	0	0	0	0	0	0	0	0
IQCG	4	128	14	60	159	18	47	23
IQCH	0	0	0	0	0	0	0	0
IQCH-AS1	0	0	0	0	0	0	0	0
IQCK	8	3	3	3	7	2	5	0
IQGAP2	9	158	44	73	296	15	19	84
IQGAP3	25	39	25	125	172	40	16	53
IQSEC2	22	18	11	29	7	11	18	27
IQSEC3	0	0	0	0	0	0	0	0
IQUB	0	0	0	0	0	0	0	0
IRAK1BP1	41	19	16	10	17	15	16	4
IRAK3	9	60	2	10	22	3	6	1
IRF6	1	12	2	6	7	9	17	1
IRG1	0	0	0	0	0	0	0	0
IRS1	84	14	61	70	38	24	41	102
IRS2	79	58	57	57	19	36	48	52
IRX4	11	12	8	6	5	10	7	5
IRX5	1	3	3	3	1	11	5	2
ISCA1	19	32	16	34	22	33	114	14
ISL2	6	4	4	1	1	3	2	0
ISLR	4	1	1	3	5	4	0	1
ISLR2	1	0	1	1	1	1	2	1
ISM2	0	0	0	0	0	0	0	0
ISPD	8	6	2	2	4	10	1	0
ISX	0	0	0	0	0	0	0	0
ISY1	0	0	0	0	0	0	0	0
ISYNA1	54	82	21	51	19	93	45	68
ITGA1	2	13	4	6	47	5	1	2
ITGA10	12	0	4	3	7	7	3	0
ITGA11	0	0	0	0	0	0	0	0
ITGA2	0	0	0	0	0	0	0	0
ITGA2B	4	46	1	29	2	6	3	13
ITGA4	5	98	14	212	362	6	5	143
ITGA6	26	21	10	29	31	4	8	18
ITGA7	104	53	38	67	22	66	67	27
ITGA8	0	0	0	0	0	0	0	0
ITGA9	0	29	1	2	2	0	0	1
ITGAD	11	14	8	7	15	32	3	4
ITGAE	5	21	15	30	51	28	72	31
ITGB1BP2	0	0	0	0	0	0	0	0
ITGB2-AS1	0	0	0	0	0	0	0	0
ITGB3	25	275	4	15	92	12	5	0
ITGB5	56	51	35	61	39	56	75	20
ITGB6	1	0	1	0	1	0	0	1
ITGB8	3	143	5	30	16	16	8	17
ITIH1	11	14	9	9	0	9	7	62
ITIH2	0	0	0	0	0	0	0	0
ITIH3	5	10	5	5	1	6	1	11
ITIH4	3	6	12	6	4	11	13	13
ITK	1	24	13	23	29	19	53	42
ITLN1	0	0	0	0	0	0	0	0
ITLN2	0	0	0	0	0	0	0	0
ITM2C	7	117	22	42	464	53	33	25
ITPKA	0	2	10	4	12	2	2	13
ITPKB-IT1	0	0	0	0	0	0	0	0
ITPR1-AS1	0	0	0	0	0	0	0	0
ITPRIPL2	6	79	8	47	7	31	58	47
ITSN1	20	8	21	28	21	35	42	15
IVL	0	0	0	0	0	0	0	0
JAG1	2	323	6	32	33	7	14	27
JAG2	13	34	5	9	2	8	8	9
JAKMIP1	3	3	7	4	25	7	2	6
JAKMIP2	0	4	3	3	9	2	0	10
JAKMIP3	0	0	0	0	0	0	0	0
JAM2	4	3	19	9	21	32	14	19
JAM3	3	5	0	3	2	11	0	1
JCHAIN	41	64	1	7	0	1	3	4
JDP2	15	39	25	24	57	33	24	8
JHDM1D-AS1	0	0	0	0	0	0	0	0
JMJD1C-AS1	0	0	0	0	0	0	0	0
JMJD7	3	4	1	14	4	6	7	20
JPH2	0	0	0	0	0	0	0	0
JPH3	0	0	0	0	0	0	0	0
JPH4	96	27	76	22	3	57	26	40
JPX	0	0	0	0	0	0	0	0
JRK	52	26	39	36	16	41	37	66
JRKL	15	52	35	45	73	63	56	43
JSRP1	13	51	5	3	10	1	7	2
JUP	46	97	91	19	15	85	50	21
KALRN	40	5	23	14	5	201	150	2
KANK1	5	17	31	33	9	51	42	139
KANK2	13	5	5	17	6	6	8	9
KANK3	11	5	6	1	7	5	3	0
KANK4	0	0	0	0	0	0	0	0
KANSL1-AS1	0	0	0	0	0	0	0	0
KANSL1L	15	20	48	39	58	43	56	57
KANTR	0	0	0	0	0	0	0	0
KATNAL1	15	23	48	16	62	29	21	17
KATNAL2	0	0	0	0	0	0	0	0
KATNBL1P6	0	0	0	0	0	0	0	0
KAZALD1	3	2	2	3	0	6	5	1
KAZN	0	0	0	0	0	0	0	0
KBTBD11	0	4	2	0	1	2	3	0
KBTBD12	19	24	0	2	0	0	0	0
KBTBD3	27	6	14	8	9	8	6	8
KCNA1	0	0	0	0	0	0	0	0
KCNA2	4	1	5	3	0	2	5	11
KCNA4	0	0	0	0	0	0	0	0
KCNA6	1	2	1	11	1	4	3	10
KCNA7	0	0	0	0	0	0	0	0
KCNAB1	0	0	0	0	0	0	0	0
KCNAB3	3	4	1	4	4	0	6	1
KCNB1	0	0	0	0	0	0	0	0
KCNC1	0	0	0	0	0	0	0	0
KCNC2	11	0	1	3	0	2	2	1
KCNC3	14	21	27	55	97	34	31	35
KCNC4	33	12	71	13	13	34	68	34
KCND1	0	1	5	2	5	2	1	7
KCND2	0	0	0	0	0	0	0	0
KCNE1	0	0	0	0	0	0	0	0
KCNE3	0	0	0	0	0	0	0	0
KCNE5	0	0	0	0	0	0	0	0
KCNF1	0	0	0	0	0	0	0	0
KCNG1	3	6	0	7	0	1	25	4
KCNH1	0	0	0	0	0	0	0	0
KCNH2	52	15	34	62	5	35	44	112
KCNH3	21	11	9	13	7	17	1	23
KCNH4	17	3	19	10	20	6	7	7
KCNH6	8	2	2	5	3	2	6	2
KCNH7	0	0	0	0	0	0	0	0
KCNH8	2	3	4	2	0	10	4	5
KCNIP2	0	0	0	0	0	0	0	0
KCNIP4	0	0	0	0	0	0	0	0
KCNIP4-IT1	0	0	0	0	0	0	0	0
KCNJ10	0	0	0	0	0	0	0	0
KCNJ11	3	0	21	5	28	0	4	45
KCNJ13	0	0	0	0	0	0	0	0
KCNJ14	0	0	0	0	0	0	0	0
KCNJ2	0	47	0	4	2	0	1	3
KCNK10	0	0	0	0	0	0	0	0
KCNK12	0	0	0	0	0	0	0	0
KCNK13	0	0	0	0	0	0	0	0
KCNK15	1	0	1	0	3	0	0	1
KCNK2	0	2	1	7	3	18	8	0
KCNK3	4	5	1	3	1	0	0	1
KCNK5	0	17	0	3	6	0	0	0
KCNK7	0	0	0	0	0	0	0	0
KCNK9	0	0	0	0	0	0	0	0
KCNMA1	3	3	2	6	8	1	6	3
KCNMB1	0	0	0	0	0	0	0	0
KCNMB3	0	1	6	1	4	3	2	5
KCNMB4	0	0	0	0	0	0	0	0
KCNN1	41	12	50	9	23	42	73	10
KCNN3	18	1	1	6	8	5	3	0
KCNQ1	0	103	24	20	27	140	3	114
KCNQ1OT1	0	0	0	0	0	0	0	0
KCNQ3	0	0	0	0	0	0	0	0
KCNQ4	0	0	0	0	0	0	0	0
KCNRG	3	7	29	5	11	13	11	11
KCNS1	0	0	0	0	0	0	0	0
KCNS3	0	0	0	0	0	0	0	0
KCNT1	0	0	0	0	0	0	0	0
KCP	8	10	4	6	4	7	0	9
KCTD11	22	15	9	32	15	19	27	16
KCTD12	0	13	1	2	21	1	0	2
KCTD15	12	7	11	13	5	6	24	8
KCTD16	0	0	0	0	0	0	0	0
KCTD21	38	25	41	27	93	24	24	17
KCTD21-AS1	0	0	0	0	0	0	0	0
KCTD3	3	27	5	11	39	4	4	4
KCTD4	0	0	0	0	0	0	0	0
KCTD6	34	21	21	16	21	17	15	16
KCTD7	26	29	62	14	16	26	33	44
KCTD9	45	80	34	41	39	45	56	16
KDELC1	7	21	2	8	2	12	5	1
KDELC2	17	67	20	62	34	64	22	88
KDELR3	72	24	19	30	10	29	35	12
KDF1	6	4	13	3	2	5	5	25
KDM4A-AS1	0	0	0	0	0	0	0	0
KDM4D	5	14	8	4	8	10	11	5
KDM5D	223	11	34	87	408	17	291	14
KDR	0	0	0	0	0	0	0	0
KEL	0	0	0	0	0	0	0	0
KGFLP1	0	0	0	0	0	0	0	0
KGFLP2	0	0	0	0	0	0	0	0
KHDC1	0	6	1	3	0	9	5	6
KHDRBS2	32	7	17	16	0	24	24	75
KHDRBS3	0	0	0	0	0	0	0	0
KHK	13	8	10	17	4	8	14	36
KIAA0101	5	136	11	52	56	65	8	44
KIAA0125	0	0	0	0	0	0	0	0
KIAA0319	0	0	0	0	0	0	0	0
KIAA0408	9	0	5	3	3	28	8	2
KIAA0513	11	14	15	8	12	6	9	21
KIAA0754	13	7	3	15	5	3	1	23
KIAA0825	13	5	16	11	14	18	11	6
KIAA0895	0	0	0	0	0	0	0	0
KIAA0895L	11	7	16	13	13	39	9	18
KIAA1024	4	1	12	4	5	3	14	19
KIAA1107	5	10	7	8	4	6	5	19
KIAA1161	6	7	9	12	11	9	2	26
KIAA1211	2	30	26	1	8	9	1	36
KIAA1211L	1	1	1	1	3	0	3	1
KIAA1217	1	10	3	4	6	5	7	2
KIAA1324	17	12	6	8	3	6	10	4
KIAA1324L	8	23	4	12	8	7	9	7
KIAA1462	0	14	0	4	5	2	1	2
KIAA1467	9	27	8	15	23	10	4	22
KIAA1522	1	6	2	4	5	7	5	2
KIAA1549	3	5	2	8	5	3	5	4
KIAA1549L	64	121	15	28	2	125	124	25
KIAA1614	0	0	0	3	3	1	0	12
KIAA1656	0	0	0	0	0	0	0	0
KIAA1671	0	16	3	3	3	3	2	12
KIAA1683	35	12	30	21	16	11	2	14
KIAA1755	0	0	0	0	0	0	0	0
KIAA1804	7	19	5	8	1	18	19	8
KIAA1841	0	22	7	17	30	18	16	13
KIAA1875	0	0	0	0	0	0	0	0
KIAA1958	15	27	41	51	49	33	59	116
KIAA2022	9	1	5	1	5	1	0	0
KIF18B	10	119	17	114	83	58	7	134
KIF1A	4	32	4	7	1	13	9	6
KIF23	13	255	34	142	161	62	20	161
KIF24	0	53	11	40	40	50	14	92
KIF25	0	0	0	0	0	0	0	0
KIF25-AS1	0	0	0	0	0	0	0	0
KIF26A	1	2	1	2	1	3	7	1
KIF26B	22	23	14	11	123	4	5	2
KIF27	0	16	11	8	23	33	30	14
KIF3C	12	14	16	43	12	30	32	62
KIF4A	12	192	27	128	134	101	11	88
KIF4B	0	19	6	14	17	11	3	16
KIF5A	9	27	16	6	4	22	7	8
KIF5C	12	32	2	16	3	33	21	6
KIF6	12	12	7	5	9	9	3	3
KIF7	3	8	3	7	3	6	6	4
KIF9	3	10	10	9	14	16	18	9
KIF9-AS1	0	0	0	0	0	0	0	0
KIFC3	9	38	7	28	7	10	6	23
KIR2DL1	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0	0	0	0	0
KIR2DS4	0	0	0	0	0	0	0	0
KIR3DL1	0	0	0	0	0	0	0	0
KIRREL	75	17	17	37	13	36	41	8
KIRREL2	0	10	2	1	3	9	3	3
KIRREL3	1	1	2	3	1	3	4	5
KISS1R	9	2	2	6	9	2	3	3
KIT	1	28	0	2	1	0	2	1
KITLG	23	9	8	10	6	9	5	3
KL	0	16	2	3	0	12	2	7
KLB	0	0	0	0	0	0	0	0
KLC3	0	6	2	10	7	10	8	8
KLF1	0	0	0	0	0	0	0	0
KLF14	0	0	5	1	9	2	1	3
KLF15	3	0	2	2	1	1	1	1
KLF2	6	8	20	17	28	10	5	53
KLF3	15	49	16	22	144	14	23	4
KLF3-AS1	0	0	0	0	0	0	0	0
KLF4	4	7	6	9	8	4	16	6
KLF8	25	3	58	26	59	21	35	57
KLHDC1	11	8	13	7	17	12	13	5
KLHDC7A	0	0	0	0	0	0	0	0
KLHDC8A	4	0	1	5	2	9	7	1
KLHDC8B	4	1	13	9	24	1	5	23
KLHDC9	13	5	13	9	10	20	19	8
KLHL10	0	0	0	0	0	0	0	0
KLHL13	4	3	1	2	1	0	0	2
KLHL17	20	14	13	21	14	12	21	17
KLHL25	21	6	8	26	9	12	16	26
KLHL29	11	8	10	13	16	27	16	9
KLHL3	0	7	25	5	16	20	31	18
KLHL30	1	0	1	2	1	2	0	1
KLHL31	0	0	0	0	0	0	0	0
KLHL32	4	4	5	4	0	1	3	28
KLHL33	0	0	0	0	0	0	0	0
KLHL35	0	0	0	0	0	0	0	0
KLHL38	0	0	0	0	0	0	0	0
KLHL40	0	0	0	0	0	0	0	0
KLHL41	0	0	0	0	0	0	0	0
KLHL7-AS1	0	0	0	0	0	0	0	0
KLK1	6	3	3	6	14	11	10	1
KLK2	1	6	5	5	13	0	6	9
KLK4	0	0	0	0	0	0	0	0
KLLN	0	0	0	0	0	0	0	0
KLRAP1	0	0	0	0	0	0	0	0
KLRB1	0	1	5	5	12	5	4	9
KLRC1	0	1	2	6	3	1	4	13
KLRC2	0	0	0	0	0	0	0	0
KLRC3	0	0	0	0	0	0	0	0
KLRD1	5	8	10	10	4	10	7	26
KLRF1	0	0	0	0	0	0	0	0
KLRG1	0	0	0	0	0	0	0	0
KLRK1	0	0	0	0	0	0	0	0
KMO	8	31	16	30	118	17	5	28
KMT2E-AS1	0	0	0	0	0	0	0	0
KNDC1	1	4	4	0	1	0	2	2
KNG1	0	0	0	0	0	0	0	0
KPNA5	10	15	33	11	32	25	37	20
KRBA1	33	22	37	23	36	30	23	39
KRBA2	0	4	9	2	6	9	7	12
KRBOX4	10	17	13	17	13	15	16	22
KREMEN1	9	22	2	13	2	3	2	7
KREMEN2	0	0	0	0	0	0	0	0
KRT1	0	0	0	0	0	0	0	0
KRT13	0	0	0	0	0	0	0	0
KRT14	2	10	0	2	0	2	1	0
KRT15	0	0	0	0	0	0	0	0
KRT16	0	0	0	0	0	0	0	0
KRT17	2	17	1	0	1	3	3	0
KRT18	2	42	10	10	2	49	23	24
KRT5	0	0	0	0	0	0	0	0
KRT6A	9	4	1	3	0	1	1	1
KRT7	16	9	5	8	4	10	4	4
KRT71	0	0	0	0	0	0	0	0
KRT72	0	0	0	0	0	0	0	0
KRT73	5	2	2	4	1	0	2	2
KRT75	0	0	0	0	0	0	0	0
KRT79	0	0	0	0	0	0	0	0
KRT8	112	73	28	80	14	96	63	15
KRT80	35	16	7	10	2	27	17	3
KRT81	0	3	2	2	11	11	12	1
KRT83	2	4	2	8	8	11	10	1
KRT85	1	3	3	4	7	10	10	2
KRT86	0	1	1	1	6	10	4	0
KRTAP5-9	0	0	0	0	0	0	0	0
KRTAP5-AS1	0	0	0	0	0	0	0	0
KRTCAP3	0	14	3	2	3	0	3	46
KSR2	180	114	138	31	0	164	115	316
KTI12	93	70	80	95	107	68	82	78
KTN1-AS1	0	0	0	0	0	0	0	0
KY	5	1	2	2	1	3	3	2
L1CAM	252	32	131	97	1048	86	192	8
L1TD1	0	0	5	3	42	0	1	11
L3HYPDH	9	3	14	8	8	16	23	15
L3MBTL1	6	7	29	6	16	7	16	18
L3MBTL4	1	20	4	2	48	2	2	2
LACC1	15	10	14	11	11	15	31	9
LACE1	32	12	20	23	28	14	16	19
LAD1	0	152	1	28	14	7	2	45
LAG3	32	76	41	30	12	106	39	105
LAIR1	35	41	14	11	14	18	16	7
LAMA1	0	0	0	0	0	0	0	0
LAMA2	1	0	1	0	1	2	0	2
LAMA3	1	5	6	1	4	0	2	6
LAMA4	1	1	3	0	1	0	0	2
LAMB1	179	79	58	101	17	92	102	61
LAMB2	3	21	5	8	15	4	1	8
LAMB2P1	0	0	0	0	0	0	0	0
LAMB3	5	129	10	14	21	2	7	25
LAMC2	68	32	19	65	20	35	63	20
LAMC3	0	0	0	0	0	0	0	0
LAMTOR5-AS1	0	0	0	0	0	0	0	0
LANCL1-AS1	0	0	0	0	0	0	0	0
LANCL3	0	0	0	0	0	0	0	0
LAPTM4B	29	60	23	26	39	34	16	5
LARGE	0	2	0	26	412	1	4	1
LARGE-AS1	0	0	0	0	0	0	0	0
LAT	7	14	8	18	3	13	8	27
LATS2	3	46	30	38	36	17	46	80
LAYN	12	3	4	10	5	8	11	2
LBHD1	9	3	12	3	8	7	10	5
LBX2	0	0	0	0	0	0	0	0
LBX2-AS1	0	0	0	0	0	0	0	0
LCA5	0	0	0	0	0	0	0	0
LCA5L	0	0	0	0	0	0	0	0
LCAT	8	5	26	12	40	20	21	13
LCMT1-AS1	0	0	0	0	0	0	0	0
LCN10	0	1	0	1	8	0	0	1
LCN8	0	0	0	0	0	0	0	0
LCT	0	0	0	0	0	0	0	0
LCTL	3	0	1	5	3	1	8	3
LDB2	0	0	0	0	0	0	0	0
LDB3	1	1	3	6	1	8	3	6
LDHAL6A	0	0	0	0	0	0	0	0
LDHC	0	9	0	0	0	0	0	1
LDHD	0	0	0	0	0	0	0	0
LDLR	13	820	24	83	129	14	21	72
LDLRAD2	0	0	0	0	0	0	0	0
LDLRAD3	3	11	1	4	0	1	3	1
LDLRAD4	39	17	39	46	244	23	25	12
LDLRAP1	22	12	10	21	9	13	11	27
LDOC1	0	14	0	0	0	0	0	0
LDOC1L	9	18	4	5	3	19	1	15
LEAP2	0	0	0	0	0	0	0	0
LEF1	1433	216	924	169	9	714	680	1206
LEF1-AS1	0	0	0	0	0	0	0	0
LEFTY1	0	0	0	0	0	0	0	0
LEKR1	0	0	0	0	0	0	0	0
LENG8-AS1	0	0	0	0	0	0	0	0
LENG9	28	18	9	25	30	18	10	25
LEPR	11	20	37	20	23	31	50	26
LETM2	15	13	4	7	18	10	6	1
LGALS17A	0	0	0	0	0	0	0	0
LGALS2	0	5	2	6	9	2	0	8
LGALS3BP	12	16	21	38	22	17	26	109
LGALS4	0	0	0	0	0	0	0	0
LGALS9B	6	25	23	26	6	37	61	34
LGALS9C	3	32	7	45	6	36	83	43
LGALSL	14	16	15	32	30	19	20	19
LGI2	0	0	0	0	0	0	0	0
LGI3	1	1	3	3	2	3	5	1
LGI4	0	0	0	0	0	0	0	0
LGR4	16	33	12	22	5	13	17	27
LGR6	37	10	14	22	4	18	11	15
LGSN	0	0	0	0	0	0	0	0
LHB	0	0	0	0	0	0	0	0
LHCGR	0	0	0	0	0	0	0	0
LHFP	29	19	9	29	6	9	19	22
LHFPL2	49	78	50	50	7	38	45	82
LHFPL3-AS2	0	0	0	0	0	0	0	0
LHFPL4	1	0	24	0	2	1	1	3
LHX2	0	0	0	0	0	0	0	0
LHX4	0	0	0	0	0	0	0	0
LHX4-AS1	0	0	0	0	0	0	0	0
LHX6	5	3	11	3	4	5	10	10
LHX9	0	0	0	0	0	0	0	0
LIF	1	1	2	5	4	4	2	6
LIFR	1	0	0	2	1	0	2	2
LILRA1	17	32	64	31	33	61	37	24
LILRA2	20	12	18	16	18	23	12	11
LILRA3	25	21	74	24	29	46	42	33
LILRA4	801	103	435	53	512	165	406	28
LILRA5	8	5	1	7	11	1	5	1
LILRA6	0	0	0	0	0	0	0	0
LILRB3	0	29	12	10	21	27	13	23
LILRB5	0	0	0	0	0	0	0	0
LILRP2	0	0	0	0	0	0	0	0
LIMA1	342	849	71	51	5	454	451	23
LIMCH1	20	31	4	14	2	75	0	8
LIMD1-AS1	0	0	0	0	0	0	0	0
LIME1	11	6	17	11	2	8	8	61
LIMS2	9	9	4	18	9	9	5	8
LIN52	29	28	41	40	26	41	42	41
LIN7B	11	1	6	8	8	4	10	12
LINC00094	0	0	0	0	0	0	0	0
LINC00115	0	0	0	0	0	0	0	0
LINC00116	0	0	0	0	0	0	0	0
LINC00152	0	0	0	0	0	0	0	0
LINC00158	0	0	0	0	0	0	0	0
LINC00173	0	0	0	0	0	0	0	0
LINC00174	0	0	0	0	0	0	0	0
LINC00176	0	0	0	0	0	0	0	0
LINC00184	0	0	0	0	0	0	0	0
LINC00189	0	0	0	0	0	0	0	0
LINC00202-1	0	0	0	0	0	0	0	0
LINC00238	0	0	0	0	0	0	0	0
LINC00239	0	0	0	0	0	0	0	0
LINC00243	0	0	0	0	0	0	0	0
LINC00260	0	0	0	0	0	0	0	0
LINC00264	0	0	0	0	0	0	0	0
LINC00265	0	0	0	0	0	0	0	0
LINC00266-1	0	0	0	0	0	0	0	0
LINC00271	0	0	0	0	0	0	0	0
LINC00278	0	0	0	0	0	0	0	0
LINC00282	0	0	0	0	0	0	0	0
LINC00294	0	0	0	0	0	0	0	0
LINC00299	0	0	0	0	0	0	0	0
LINC00324	0	0	0	0	0	0	0	0
LINC00337	0	0	0	0	0	0	0	0
LINC00339	0	0	0	0	0	0	0	0
LINC00341	0	0	0	0	0	0	0	0
LINC00342	0	0	0	0	0	0	0	0
LINC00377	0	0	0	0	0	0	0	0
LINC00400	0	0	0	0	0	0	0	0
LINC00412	0	0	0	0	0	0	0	0
LINC00426	0	0	0	0	0	0	0	0
LINC00441	0	0	0	0	0	0	0	0
LINC00446	0	0	0	0	0	0	0	0
LINC00456	0	0	0	0	0	0	0	0
LINC00461	0	0	0	0	0	0	0	0
LINC00467	0	0	0	0	0	0	0	0
LINC00471	0	0	0	0	0	0	0	0
LINC00476	0	0	0	0	0	0	0	0
LINC00483	0	0	0	0	0	0	0	0
LINC00493	0	0	0	0	0	0	0	0
LINC00494	0	0	0	0	0	0	0	0
LINC00504	0	0	0	0	0	0	0	0
LINC00506	0	0	0	0	0	0	0	0
LINC00515	0	0	0	0	0	0	0	0
LINC00518	0	0	0	0	0	0	0	0
LINC00520	0	0	0	0	0	0	0	0
LINC00525	0	0	0	0	0	0	0	0
LINC00526	0	0	0	0	0	0	0	0
LINC00528	0	0	0	0	0	0	0	0
LINC00539	0	0	0	0	0	0	0	0
LINC00540	0	0	0	0	0	0	0	0
LINC00552	0	0	0	0	0	0	0	0
LINC00562	0	0	0	0	0	0	0	0
LINC00571	0	0	0	0	0	0	0	0
LINC00589	0	0	0	0	0	0	0	0
LINC00595	0	0	0	0	0	0	0	0
LINC00597	0	0	0	0	0	0	0	0
LINC00598	0	0	0	0	0	0	0	0
LINC00607	0	0	0	0	0	0	0	0
LINC00618	0	0	0	0	0	0	0	0
LINC00623	0	0	0	0	0	0	0	0
LINC00630	0	0	0	0	0	0	0	0
LINC00634	0	0	0	0	0	0	0	0
LINC00638	0	0	0	0	0	0	0	0
LINC00641	0	0	0	0	0	0	0	0
LINC00649	0	0	0	0	0	0	0	0
LINC00654	0	0	0	0	0	0	0	0
LINC00657	0	0	0	0	0	0	0	0
LINC00661	0	0	0	0	0	0	0	0
LINC00662	0	0	0	0	0	0	0	0
LINC00663	0	0	0	0	0	0	0	0
LINC00665	0	0	0	0	0	0	0	0
LINC00667	0	0	0	0	0	0	0	0
LINC00672	0	0	0	0	0	0	0	0
LINC00674	0	0	0	0	0	0	0	0
LINC00685	0	0	0	0	0	0	0	0
LINC00689	0	0	0	0	0	0	0	0
LINC00696	0	0	0	0	0	0	0	0
LINC00701	0	0	0	0	0	0	0	0
LINC00847	0	0	0	0	0	0	0	0
LINC00852	0	0	0	0	0	0	0	0
LINC00854	0	0	0	0	0	0	0	0
LINC00861	0	0	0	0	0	0	0	0
LINC00862	0	0	0	0	0	0	0	0
LINC00865	0	0	0	0	0	0	0	0
LINC00869	0	0	0	0	0	0	0	0
LINC00880	0	0	0	0	0	0	0	0
LINC00881	0	0	0	0	0	0	0	0
LINC00883	0	0	0	0	0	0	0	0
LINC00884	0	0	0	0	0	0	0	0
LINC00885	0	0	0	0	0	0	0	0
LINC00886	0	0	0	0	0	0	0	0
LINC00888	0	0	0	0	0	0	0	0
LINC00893	0	0	0	0	0	0	0	0
LINC00894	0	0	0	0	0	0	0	0
LINC00899	0	0	0	0	0	0	0	0
LINC00907	0	0	0	0	0	0	0	0
LINC00909	0	0	0	0	0	0	0	0
LINC00910	0	0	0	0	0	0	0	0
LINC00920	0	0	0	0	0	0	0	0
LINC00921	0	0	0	0	0	0	0	0
LINC00924	0	0	0	0	0	0	0	0
LINC00925	0	0	0	0	0	0	0	0
LINC00926	0	0	0	0	0	0	0	0
LINC00936	0	0	0	0	0	0	0	0
LINC00937	0	0	0	0	0	0	0	0
LINC00938	0	0	0	0	0	0	0	0
LINC00944	0	0	0	0	0	0	0	0
LINC00950	0	0	0	0	0	0	0	0
LINC00954	0	0	0	0	0	0	0	0
LINC00957	0	0	0	0	0	0	0	0
LINC00959	0	0	0	0	0	0	0	0
LINC00961	0	0	0	0	0	0	0	0
LINC00963	0	0	0	0	0	0	0	0
LINC00965	0	0	0	0	0	0	0	0
LINC00969	0	0	0	0	0	0	0	0
LINC00974	0	0	0	0	0	0	0	0
LINC00987	0	0	0	0	0	0	0	0
LINC00996	0	0	0	0	0	0	0	0
