ID	MRNA_A	MRNA_B	MRNA_C	MRNA_D	A	B	C	D
THPO	1	4	1	0	0	0	0	0
THRA	157	136	109	106	32	39	61	74
THRA1/BTR	0	0	0	0	0	0	0	0
THRAP3	45	85	39	34	2925	2351	4193	4457
THRB	7	2	5	0	2	3	1	0
THRB-AS1	0	0	0	0	0	0	0	0
THRIL	1440	1198	1098	1125	0	0	0	0
THRSP	6	4	2	4	0	0	0	0
THSD1	0	1	0	0	6	20	6	0
THSD4	2	9	0	3	111	130	225	201
THSD4-AS1	0	0	0	1	0	0	0	0
THSD4-AS2	0	0	0	2	0	0	0	0
THSD7A	0	0	0	0	2	0	0	1
THSD7B	0	1	2	1	67	116	77	76
THTPA	1	6	3	6	67	29	90	50
THUMPD1	6	3	4	4	422	408	596	711
THUMPD2	5	2	1	0	144	176	220	239
THUMPD3	110	98	73	81	716	529	1046	1241
THUMPD3-AS1	9	9	10	5	0	0	0	0
THY1	1	0	0	1	0	0	1	0
THYN1	2	8	2	2	436	203	640	509
TIA1	2	6	1	2	1074	986	1531	1994
TIAF1	0	0	0	0	1	0	0	0
TIAL1	22	37	16	19	1144	1069	1653	1814
TIAM1	1	1	1	1	156	148	240	262
TIAM2	156	126	149	130	55	32	96	95
TICAM1	1	1	4	0	278	163	345	287
TICAM2	1	1	1	0	3	1	2	7
TICRR	51	68	34	48	316	295	470	646
TIE1	9	10	4	11	1382	1506	1507	1924
TIFA	0	1	0	1	136	81	213	246
TIFAB	0	0	0	0	0	0	0	0
TIGAR	36	37	32	25	603	438	808	831
TIGD1	45	49	42	41	20	16	36	45
TIGD2	0	2	0	0	100	64	136	125
TIGD3	0	0	0	0	3	0	8	6
TIGD4	0	0	0	0	3	1	2	2
TIGD5	4	3	2	3	161	140	238	249
TIGD6	266	233	211	237	19	9	21	23
TIGD7	55	48	76	76	33	22	35	37
TIGIT	0	0	0	0	1	1	0	0
TIMD4	0	0	0	0	0	0	0	0
TIMELESS	26	59	20	30	1024	1134	1444	1601
TIMM10	10	13	5	4	469	195	722	451
TIMM10B	23	23	18	21	321	309	440	583
TIMM13	7	3	1	2	954	714	1414	1011
TIMM17A	12	18	7	18	1634	1413	2116	2309
TIMM17B	209	250	207	267	581	555	695	612
TIMM21	3	3	2	3	193	148	283	241
TIMM22	9	6	8	6	434	554	507	676
TIMM23	4	8	1	10	1245	1376	1787	2451
TIMM23B	0	0	0	0	92	0	112	6
TIMM44	2	16	6	3	496	479	629	773
TIMM50	13	21	6	9	462	392	669	665
TIMM8A	0	1	1	0	232	184	247	201
TIMM8B	68	80	90	88	415	410	615	646
TIMM9	3	2	0	1	151	102	198	159
TIMMDC1	2	8	3	3	837	705	1082	1052
TIMP1	2	2	1	1	1918	1299	2607	2385
TIMP2	78	104	29	41	3999	3112	6776	6438
TIMP3	10	28	12	12	1337	1057	1069	840
TIMP4	0	0	0	0	0	0	0	0
TINAG	0	0	0	0	0	0	0	0
TINAGL1	3	3	2	1	0	0	0	6
TINCR	18	12	14	16	0	0	0	0
TINF2	62	66	53	44	447	276	613	549
TIPARP	4	12	2	1	332	190	467	501
TIPARP-AS1	50	57	30	39	0	0	0	0
TIPIN	2	6	2	5	209	241	361	387
TIPRL	14	17	7	3	612	514	846	1011
TIRAP	71	73	67	74	27	25	36	25
TISP43	0	0	0	0	0	0	0	0
TJAP1	1	5	2	1	248	162	252	294
TJP1	26	34	21	27	1379	1334	1813	2064
TJP2	7	7	5	6	1400	1624	2078	2507
TJP3	1	1	4	0	0	0	0	1
TK1	2	12	5	2	1993	1323	2761	2350
TK2	1	4	2	1	185	190	246	217
TKFC	9	6	7	10	368	317	515	501
TKT	135	233	159	164	18141	16596	23200	27731
TKTL1	0	0	0	0	0	0	0	0
TKTL2	0	0	0	0	0	0	1	0
TLCD1	16	20	19	20	99	77	135	164
TLCD2	65	51	58	49	11	16	20	17
TLDC1	21	31	17	26	370	247	454	391
TLDC2	205	326	280	238	0	0	0	8
TLE1	7	3	2	3	219	376	356	404
TLE2	0	0	0	0	1	8	10	3
TLE3	4	8	1	8	371	328	545	557
TLE4	1	0	0	1	292	287	417	401
TLE6	0	0	0	0	4	9	5	1
TLK1	6	15	4	10	318	299	410	477
TLK2	19	30	23	29	386	243	529	662
TLL1	0	0	0	0	0	0	0	0
TLL2	5	8	8	5	2	1	7	2
TLN1	61	92	35	37	9943	11388	13381	19388
TLN2	8	10	12	3	653	483	1139	1228
TLR1	0	0	0	0	39	37	71	46
TLR10	17	14	11	22	0	1	2	2
TLR2	12	12	17	17	1	1	1	0
TLR3	0	0	0	0	74	52	76	104
TLR4	2	5	3	1	143	101	208	289
TLR5	1	0	0	1	0	0	0	0
TLR6	27	30	17	15	59	29	70	77
TLR7	29	32	26	24	0	0	0	0
TLR8	0	0	2	4	0	0	0	0
TLR8-AS1	10	11	7	7	0	0	0	0
TLR9	2	0	1	2	3	0	0	0
TLX1	0	0	0	0	0	0	0	0
TLX1NB	0	0	0	0	0	0	0	0
TLX2	0	1	0	1	0	0	0	0
TLX3	0	0	0	0	9	106	2	273
TM2D1	1	0	1	3	560	510	675	736
TM2D2	2	7	5	1	241	187	355	355
TM2D3	9	5	3	5	435	457	515	745
TM4SF1	37	45	32	41	5786	6130	9006	13638
TM4SF1-AS1	0	2	2	0	0	0	0	0
TM4SF18	1	0	0	0	2	2	3	14
TM4SF19	0	0	0	2	51	55	46	53
TM4SF19-AS1	67	80	106	96	0	0	0	0
TM4SF19-TCTEX1D2	0	0	0	0	0	0	0	0
TM4SF20	3	5	1	2	0	0	0	0
TM4SF4	1	0	0	1	1	0	4	1
TM4SF5	0	0	0	0	0	0	0	0
TM6SF1	210	123	134	124	0	0	0	4
TM6SF2	0	0	0	0	1	0	0	0
TM7SF2	1	3	2	1	311	174	434	777
TM7SF3	14	18	10	10	504	412	837	841
TM9SF1	6	14	6	12	980	723	1422	1530
TM9SF2	12	24	6	12	2719	3313	4342	6550
TM9SF3	85	51	67	59	2485	2853	3831	5583
TM9SF4	10	12	13	12	1520	1739	2046	2826
TMA16	5	3	3	2	380	284	474	372
TMA7	95	109	62	120	1289	1167	1758	1656
TMBIM1	20	39	11	31	982	879	1196	1368
TMBIM4	7	20	7	8	500	645	760	1054
TMBIM6	22	61	33	22	6866	8073	10658	16848
TMC1	1	2	1	2	0	0	0	0
TMC2	0	1	0	0	0	0	0	0
TMC3	6	15	6	5	2	0	0	0
TMC3-AS1	0	0	0	0	0	0	0	0
TMC4	6	14	13	11	4	3	4	11
TMC5	17	22	19	23	0	0	0	0
TMC6	2	0	2	1	31	42	35	48
TMC7	28	19	13	14	191	155	184	287
TMC8	0	0	0	0	0	0	0	0
TMCC1	2	3	1	4	68	62	86	100
TMCC1-AS1	9	9	8	9	0	0	0	0
TMCC2	14	22	11	20	4	1	6	12
TMCC3	8	14	6	7	642	428	820	544
TMCO1	10	9	7	6	1447	1329	2141	2396
TMCO2	0	0	0	0	0	0	0	0
TMCO3	17	34	15	16	220	151	414	377
TMCO4	1	0	0	2	143	165	175	265
TMCO5A	0	0	0	0	0	0	0	0
TMCO5B	0	0	0	0	0	0	0	0
TMCO6	11	22	15	20	145	145	228	296
TMED1	293	319	380	346	287	198	461	301
TMED10	51	46	25	30	2714	2555	3419	3967
TMED10P1	147	128	115	117	0	0	0	0
TMED11P	0	0	0	0	0	0	0	0
TMED2	81	131	64	63	2247	2367	3074	3614
TMED3	2	3	1	2	717	634	1078	1071
TMED4	27	19	9	21	533	340	896	864
TMED5	20	15	10	8	539	504	798	955
TMED6	116	76	88	90	0	0	0	0
TMED7	5	3	6	2	197	204	263	297
TMED7-TICAM2	0	0	0	0	0	0	0	0
TMED8	1	1	1	0	229	154	288	248
TMED9	4	8	1	3	1664	1220	2600	2252
TMEFF1	0	0	0	0	1	0	1	1
TMEFF2	1	1	2	6	6	5	44	86
TMEM100	0	0	0	0	0	0	1	0
TMEM101	8	12	8	17	615	535	739	804
TMEM102	11	3	6	4	188	198	250	384
TMEM104	0	3	0	3	446	385	590	746
TMEM105	6	4	6	3	0	0	0	0
TMEM106A	16	22	19	11	41	47	39	78
TMEM106B	1	6	0	0	423	418	589	667
TMEM106C	5	7	6	1	398	325	688	472
TMEM107	1	2	0	0	50	40	89	63
TMEM108	1	0	0	0	52	52	110	97
TMEM108-AS1	3	0	1	0	0	0	0	0
TMEM109	10	22	15	12	2553	2415	3429	4174
TMEM11	3	5	1	1	364	263	521	494
TMEM110	5	7	7	4	0	0	0	0
TMEM110-MUSTN1	0	0	0	0	0	0	0	0
TMEM114	0	0	0	0	0	0	0	0
TMEM115	22	26	21	19	872	636	1017	1314
TMEM116	0	0	0	1	11	15	10	14
TMEM117	1	1	2	0	73	71	106	185
TMEM119	3	6	1	4	1	0	3	0
TMEM120A	5	2	2	3	136	105	192	208
TMEM120B	276	292	218	195	164	117	303	261
TMEM121	0	0	0	0	30	19	41	88
TMEM123	62	42	27	31	1489	1465	2685	3773
TMEM125	0	0	0	0	0	0	0	0
TMEM126A	8	12	6	7	376	396	561	738
TMEM126B	3	4	2	9	310	274	475	518
TMEM127	20	14	8	9	677	540	801	820
TMEM128	0	0	0	1	183	234	205	467
TMEM129	10	14	7	11	167	141	215	206
TMEM130	19	20	17	7	0	0	0	5
TMEM131	2	4	3	3	788	908	961	1578
TMEM132A	23	22	21	18	1017	811	1482	1647
TMEM132B	0	0	0	0	4	11	7	0
TMEM132C	0	0	0	0	0	0	0	0
TMEM132D	0	0	0	0	0	0	0	0
TMEM132E	0	0	0	0	0	0	0	0
TMEM133	0	0	0	0	0	0	0	0
TMEM134	0	0	0	0	40	31	35	70
TMEM135	6	9	1	4	365	407	530	850
TMEM136	18	20	12	17	45	42	57	107
TMEM138	138	150	140	128	254	323	398	529
TMEM139	8	8	10	6	0	0	1	0
TMEM140	1319	1418	1287	1238	14	16	11	12
TMEM141	3	2	2	2	317	298	428	542
TMEM143	1	0	1	1	32	21	45	20
TMEM144	0	0	0	0	52	82	63	90
TMEM145	3	3	3	2	71	73	107	83
TMEM147	5	12	4	9	1376	1457	1567	2019
TMEM147-AS1	477	476	528	486	0	0	0	0
TMEM14A	0	2	1	1	438	379	755	836
TMEM14B	8	15	9	6	785	664	1030	980
TMEM14C	2	2	0	3	860	715	1220	985
TMEM14E	3	1	6	9	0	0	0	0
TMEM150A	5	14	6	5	50	29	61	41
TMEM150B	0	2	0	0	0	0	0	0
TMEM150C	6	1	2	4	23	17	49	53
TMEM151A	0	0	0	0	1	0	3	0
TMEM151B	0	0	0	0	2	11	2	8
TMEM154	3	2	3	1	109	108	244	279
TMEM155	0	0	0	0	0	0	0	0
TMEM156	9	9	5	5	4	5	9	2
TMEM158	13	7	15	18	487	930	465	558
TMEM159	18	15	8	16	82	42	147	117
TMEM160	0	2	1	6	420	417	639	792
TMEM161A	0	0	0	0	481	386	618	593
TMEM161B	1	2	1	0	264	247	341	502
TMEM161B-AS1	1	0	0	1	0	0	0	0
TMEM163	3	1	0	1	5	9	5	2
TMEM164	14	20	7	5	162	142	245	243
TMEM165	25	38	25	29	700	688	1043	1647
TMEM167A	12	11	7	8	512	374	688	739
TMEM167B	4	1	3	2	71	94	81	130
TMEM168	4	5	2	5	231	301	349	531
TMEM169	3	7	3	7	18	22	29	29
TMEM17	19	14	14	21	62	38	63	59
TMEM170A	1	1	0	3	50	53	64	53
TMEM170B	17	8	12	9	3	1	10	1
TMEM171	0	0	0	0	12	6	5	5
TMEM173	0	1	0	0	259	189	393	381
TMEM174	0	0	0	0	1	0	1	0
TMEM175	0	0	0	1	80	93	120	144
TMEM176A	0	0	0	0	0	0	0	0
TMEM176B	0	0	0	0	0	0	0	0
TMEM177	1	1	1	0	162	155	198	192
TMEM178A	0	0	0	0	0	0	0	0
TMEM178B	8	10	8	12	82	42	152	105
TMEM179	0	0	0	0	0	0	0	0
TMEM179B	296	214	243	205	1042	979	1407	1913
TMEM18	3	2	1	0	169	200	290	388
TMEM180	27	30	18	21	63	61	74	94
TMEM181	44	43	28	39	501	536	641	1005
TMEM182	0	0	0	0	7	12	18	53
TMEM183A	0	0	0	0	0	0	0	0
TMEM183B	0	0	0	0	0	0	0	0
TMEM184A	1316	1241	1209	1086	6	1	1	24
TMEM184B	1	1	1	3	287	217	409	409
TMEM184C	15	16	11	11	276	195	335	339
TMEM185A	0	2	0	1	145	163	177	258
TMEM185B	6	11	5	5	145	187	232	366
TMEM186	3	1	1	1	177	142	215	187
TMEM187	0	0	0	0	30	11	39	39
TMEM189	1	2	1	1	141	39	145	95
TMEM189-UBE2V1	0	0	0	0	0	0	0	0
TMEM19	18	26	15	8	245	200	328	451
TMEM190	2	1	3	0	0	0	0	0
TMEM191A	3	0	2	1	0	0	0	0
TMEM191B	0	0	0	1	2	1	5	1
TMEM191C	1	1	1	0	2	2	6	6
TMEM192	20	23	13	19	119	108	213	177
TMEM196	1	1	0	0	0	0	3	0
TMEM198	36	46	47	50	26	14	18	29
TMEM198B	21	39	17	30	0	0	0	0
TMEM199	3	11	2	5	380	363	546	616
TMEM2	8	9	3	12	583	610	838	1350
TMEM200A	0	1	0	0	19	10	34	65
TMEM200B	205	197	169	166	0	0	0	0
TMEM200C	0	0	0	0	19	4	20	45
TMEM201	0	2	0	3	396	525	569	887
TMEM202	0	0	0	0	0	0	0	0
TMEM203	0	3	3	2	189	186	256	352
TMEM204	10	20	13	9	0	0	0	0
TMEM205	4	4	4	4	315	228	456	434
TMEM206	0	0	1	0	140	137	200	244
TMEM207	0	0	0	0	0	0	0	0
TMEM208	8	9	5	5	723	482	928	798
TMEM209	18	22	14	12	386	527	565	858
TMEM210	0	1	0	0	0	0	0	0
TMEM211	0	0	0	0	0	0	0	0
TMEM212	464	293	247	336	0	0	0	0
TMEM212-AS1	0	0	0	0	0	0	0	0
TMEM213	17	25	21	19	0	0	0	0
TMEM214	5	8	5	6	1433	1383	1806	1884
TMEM215	2	0	0	0	0	0	0	0
TMEM216	1	0	1	1	8	13	7	15
TMEM217	54	58	50	62	5	9	7	4
TMEM218	3	4	4	0	87	105	93	175
TMEM219	1	1	0	3	203	187	213	219
TMEM220	15	14	5	7	0	3	0	0
TMEM220-AS1	0	0	0	0	0	0	0	0
TMEM221	7	13	15	6	1	0	1	0
TMEM222	1	4	3	2	352	309	480	493
TMEM223	46	66	53	43	516	505	726	813
TMEM225	0	0	0	0	0	0	0	0
TMEM229A	0	0	0	0	0	0	1	0
TMEM229B	0	0	1	0	15	0	9	0
TMEM230	6	2	1	3	976	994	1416	1405
TMEM231	4	10	5	9	166	170	215	227
TMEM232	0	0	0	0	2	0	2	0
TMEM233	0	0	0	0	0	0	1	0
TMEM234	0	0	0	2	33	26	36	47
TMEM235	0	0	0	0	0	0	0	0
TMEM236	23	31	30	37	0	3	2	0
TMEM237	2	5	2	3	386	527	602	782
TMEM238	1	0	1	0	14	22	22	65
TMEM239	0	0	0	0	0	0	0	0
TMEM240	0	0	0	0	0	0	0	0
TMEM241	7	4	5	15	67	69	73	87
TMEM242	0	7	6	3	266	256	353	439
TMEM243	58	27	21	25	55	26	66	35
TMEM244	0	0	0	0	15	14	28	25
TMEM245	37	25	25	17	895	808	1402	1717
TMEM246	1	2	3	2	121	116	213	163
TMEM246-AS1	28	27	33	38	0	0	0	0
TMEM247	0	0	0	0	0	0	0	0
TMEM248	11	17	5	7	423	393	720	831
TMEM249	0	0	0	0	0	3	0	3
TMEM25	0	1	1	1	0	0	1	2
TMEM251	4	5	7	5	107	65	162	112
TMEM252	0	0	1	0	0	0	0	0
TMEM253	11	17	9	15	0	0	0	0
TMEM254	0	0	0	0	59	63	101	89
TMEM254-AS1	28	16	15	15	0	0	0	0
TMEM255A	3	0	1	1	3	3	14	15
TMEM255B	0	0	0	0	8	10	5	12
TMEM256	0	0	0	0	600	543	887	926
TMEM256-PLSCR3	1	0	0	0	0	0	0	0
TMEM257	0	0	0	0	0	0	0	0
TMEM258	1	1	0	0	1462	1411	2026	2726
TMEM259	13	19	9	15	583	639	832	1240
TMEM26	0	0	0	0	0	0	0	0
TMEM26-AS1	0	0	0	0	0	0	0	0
TMEM260	0	1	0	1	111	144	128	178
TMEM261	6	7	2	7	601	353	732	535
TMEM262	51	50	71	46	0	0	0	0
TMEM263	4	2	9	5	292	248	347	275
TMEM265	0	0	0	0	11	18	14	34
TMEM27	0	0	0	0	1	0	0	0
TMEM30A	26	15	7	21	1883	2097	2874	4052
TMEM30B	0	0	0	0	0	0	0	0
TMEM30C	0	0	0	0	0	0	0	0
TMEM31	0	0	0	0	0	0	0	0
TMEM33	21	21	14	10	1470	1495	2443	3079
TMEM35	0	0	0	0	0	0	0	0
TMEM37	0	0	0	0	0	0	0	0
TMEM38A	13	10	5	7	11	15	25	33
TMEM38B	2	3	0	3	359	365	536	662
TMEM39A	29	27	18	24	301	320	350	426
TMEM39B	5	8	6	6	256	258	368	387
TMEM40	0	0	0	1	0	0	0	0
TMEM41A	18	24	17	14	242	279	351	441
TMEM41B	30	31	17	30	656	721	1047	1574
TMEM42	2	1	0	2	38	60	45	52
TMEM43	39	69	41	55	3128	2979	3764	4375
TMEM44	49	67	35	34	319	420	436	745
TMEM44-AS1	146	154	131	128	0	0	0	0
TMEM45A	0	0	0	0	31	16	35	47
TMEM45B	23	11	15	8	0	0	0	0
TMEM47	1	1	1	2	214	132	473	402
TMEM5	5	2	4	0	62	54	85	113
TMEM5-AS1	88	124	136	147	0	0	0	0
TMEM50A	4	7	2	4	720	594	978	1192
TMEM50B	247	276	289	285	238	297	290	503
TMEM51	3	2	1	3	66	47	91	61
TMEM51-AS1	2	8	0	2	0	0	0	0
TMEM52	0	0	0	0	0	0	0	0
TMEM52B	0	2	2	3	0	0	0	0
TMEM53	11	8	5	7	87	76	139	163
TMEM54	3	5	1	2	89	69	150	110
TMEM55A	0	1	0	0	126	114	209	287
TMEM55B	4	11	2	0	326	264	482	480
TMEM56	21	17	16	18	22	20	48	65
TMEM56-RWDD3	0	0	0	0	0	0	0	0
TMEM57	8	2	1	3	355	294	514	362
TMEM59	17	26	15	22	2808	2588	4055	4351
TMEM59L	0	0	0	0	82	26	111	91
TMEM60	3	2	3	1	101	71	131	158
TMEM61	0	0	0	0	0	0	0	0
TMEM62	2	2	7	2	98	106	190	215
TMEM63A	12	7	5	10	202	221	294	390
TMEM63B	7	5	4	2	579	547	739	917
TMEM63C	0	0	0	0	0	0	0	0
TMEM64	0	1	2	0	150	133	267	332
TMEM65	0	0	0	0	75	76	139	227
TMEM67	3	3	1	1	162	265	202	498
TMEM68	7	1	6	3	65	42	101	119
TMEM69	19	17	10	11	556	517	648	837
TMEM70	0	2	0	4	444	463	661	985
TMEM71	2	1	0	0	64	30	113	115
TMEM72	0	0	0	1	0	0	0	0
TMEM72-AS1	2	0	0	3	0	0	0	0
TMEM74	2	0	0	0	19	8	26	31
TMEM74B	19	22	14	12	0	0	0	0
TMEM75	8	7	8	11	0	0	0	0
TMEM79	57	78	28	40	10	8	17	10
TMEM80	33	31	21	29	24	35	42	53
TMEM81	0	1	0	1	1	0	0	0
TMEM82	0	0	0	0	0	0	0	0
TMEM86A	0	0	0	0	19	3	34	39
TMEM86B	0	1	0	0	0	0	0	1
TMEM87A	17	50	22	33	777	1116	1053	1732
TMEM87B	3	8	5	2	210	289	271	429
TMEM88	0	0	0	1	0	0	0	0
TMEM88B	0	0	0	0	0	0	0	0
TMEM89	0	0	0	0	0	0	0	0
TMEM8A	2	3	3	4	161	187	245	210
TMEM8B	0	0	0	0	14	4	19	18
TMEM8C	0	0	0	0	0	0	0	0
TMEM9	12	14	11	11	958	625	1288	936
TMEM91	78	110	100	102	3	5	8	4
TMEM92	3	0	1	0	0	2	0	0
TMEM92-AS1	0	0	1	0	0	0	0	0
TMEM95	0	0	0	0	0	0	0	0
TMEM97	650	672	730	752	245	310	468	656
TMEM98	0	1	1	0	116	56	270	220
TMEM99	3	1	1	3	40	35	66	68
TMEM9B	17	27	9	7	416	403	598	686
TMEM9B-AS1	1	2	0	3	0	0	0	0
TMF1	7	10	4	8	957	884	1330	1403
TMIE	0	0	0	0	0	0	0	0
TMIGD1	0	0	0	0	0	0	0	0
TMIGD2	10	6	8	4	0	0	0	0
TMIGD3	0	0	0	0	0	0	0	0
TMLHE	9	16	5	10	348	240	501	430
TMLHE-AS1	0	0	0	0	0	0	0	0
TMOD1	1271	1294	1412	1398	41	33	53	52
TMOD2	9	26	15	12	93	63	172	205
TMOD3	32	30	8	16	1311	1238	1997	2107
TMOD4	1	3	1	1	4	0	2	1
TMPO	124	117	100	109	3018	3585	5173	6850
TMPO-AS1	921	1295	936	1051	0	0	0	0
TMPPE	0	1	0	0	245	193	298	442
TMPRSS11A	1	0	0	0	0	0	1	0
TMPRSS11B	8	8	6	11	0	0	0	0
TMPRSS11BNL	0	0	0	0	0	0	0	0
TMPRSS11D	1	1	2	0	0	0	1	0
TMPRSS11E	0	1	0	0	0	0	11	4
TMPRSS11F	0	0	0	0	0	0	0	0
TMPRSS11GP	0	0	0	0	0	0	0	0
TMPRSS12	0	0	0	0	0	0	0	0
TMPRSS13	0	0	0	0	0	0	0	0
TMPRSS15	34	43	28	31	1212	1595	1455	1987
TMPRSS2	0	0	0	0	0	0	0	0
TMPRSS3	5	3	2	1	0	0	0	0
TMPRSS4	0	0	0	0	0	0	0	0
TMPRSS4-AS1	0	2	0	1	0	0	0	0
TMPRSS5	1	4	1	1	51	35	174	231
TMPRSS6	5	6	5	7	0	0	0	0
TMPRSS7	0	0	0	2	1	0	2	0
TMPRSS9	136	163	140	134	0	1	0	0
TMSB10	126	149	64	95	5073	1144	8274	2397
TMSB15A	0	0	0	0	21	18	37	56
TMSB15B	0	1	0	0	14	10	30	16
TMSB4X	29	30	11	24	3274	1427	5527	2989
TMSB4Y	0	0	0	0	228	112	484	228
TMTC1	18	9	10	13	0	0	2	1
TMTC2	1	5	1	1	171	124	267	287
TMTC3	1	1	0	0	600	598	773	1075
TMTC4	0	1	0	0	92	74	135	111
TMUB1	1	8	3	5	153	111	213	228
TMUB2	28	30	19	13	257	181	305	279
TMX1	42	72	33	46	1158	1001	1796	2003
TMX2	313	374	286	312	1636	1659	2325	2854
TMX2-CTNND1	0	0	0	0	0	0	0	0
TMX3	10	17	10	9	1577	1790	2265	3928
TMX4	23	28	22	23	500	423	705	754
TNC	198	301	109	122	10512	21494	19019	48304
TNF	0	1	0	0	0	2	0	0
TNFAIP1	468	452	436	413	776	617	1037	1253
TNFAIP2	2	3	4	5	362	271	570	489
TNFAIP3	1	0	0	1	30	36	31	42
TNFAIP6	1	0	0	0	10	0	23	5
TNFAIP8	1	0	0	0	85	59	118	132
TNFAIP8L1	55	50	47	43	145	140	222	255
TNFAIP8L2	4	8	4	7	0	0	0	0
TNFAIP8L2-SCNM1	0	0	0	0	0	0	0	0
TNFAIP8L3	14	16	14	12	0	0	0	0
TNFRSF10A	16	20	15	14	305	328	443	418
TNFRSF10B	60	86	43	65	1659	942	2110	1592
TNFRSF10C	0	0	0	0	4	0	10	3
TNFRSF10D	0	0	0	0	1	0	2	3
TNFRSF11A	1	0	0	1	18	16	18	11
TNFRSF11B	0	1	0	0	21	39	19	34
TNFRSF12A	4	6	7	8	2493	2560	3448	4390
TNFRSF13B	0	0	0	0	0	0	0	0
TNFRSF13C	0	0	0	0	0	0	0	0
TNFRSF14	1	3	2	1	20	24	40	44
TNFRSF17	0	0	0	0	0	0	0	0
TNFRSF18	0	0	0	0	0	0	0	0
TNFRSF19	0	0	0	1	52	14	72	54
TNFRSF1A	16	7	6	12	721	604	975	781
TNFRSF1B	13	3	8	1	0	0	0	0
TNFRSF21	5	11	7	10	155	127	337	316
TNFRSF25	2	2	0	0	1	15	1	30
TNFRSF4	0	0	0	0	0	0	0	0
TNFRSF6B	0	2	0	0	0	0	3	2
TNFRSF8	0	0	0	0	1	3	0	0
TNFRSF9	14	13	14	16	10	1	30	43
TNFSF10	1	0	2	1	9	22	23	14
TNFSF11	0	0	0	0	1	0	0	0
TNFSF12	1	2	3	0	3	0	6	5
TNFSF12-TNFSF13	0	0	0	0	0	0	0	0
TNFSF13	19	27	16	20	0	0	1	0
TNFSF13B	0	0	0	1	7	9	12	25
TNFSF14	11	7	10	5	0	0	0	0
TNFSF15	14	14	21	16	4	2	3	4
TNFSF18	0	0	0	0	0	0	0	0
TNFSF4	0	0	0	0	0	0	0	0
TNFSF8	0	2	0	2	0	0	0	0
TNFSF9	3	1	0	1	61	75	70	65
TNIK	3	6	4	1	167	78	195	189
TNIP1	14	10	6	9	881	503	1138	960
TNIP2	9	11	5	5	196	144	299	340
TNIP3	6	10	3	1	1	0	1	0
TNK1	24	26	33	27	0	0	0	0
TNK2	5	4	7	6	335	357	449	538
TNKS	20	29	29	32	1477	1171	2058	2377
TNKS1BP1	45	41	16	31	638	783	990	1247
TNKS2	3	19	10	9	1369	1157	1773	2163
TNKS2-AS1	0	0	0	0	0	0	0	0
TNMD	0	0	0	0	0	0	0	0
TNN	0	0	0	0	0	0	0	0
TNNC1	0	0	0	0	0	0	0	0
TNNC2	1	1	0	1	0	0	1	0
TNNI1	8	4	2	5	1	0	0	0
TNNI2	0	0	0	0	0	0	0	0
TNNI3	0	0	0	0	2	1	5	6
TNNI3K	0	0	0	0	0	0	0	0
TNNT1	27	37	18	32	446	189	650	361
TNNT2	0	0	0	0	0	0	0	0
TNNT3	0	0	0	0	0	0	0	0
TNP1	0	0	0	0	0	0	0	0
TNP2	0	0	0	0	0	0	0	0
TNPO1	21	20	6	9	2519	3051	4064	6406
TNPO2	13	14	8	12	764	781	1140	1448
TNPO3	15	19	4	10	1029	1223	1423	1660
TNR	0	0	0	0	0	0	1	0
TNRC18	28	24	23	21	1007	1001	1192	1682
TNRC18P1	0	0	0	0	0	0	0	0
TNRC6A	17	13	8	16	531	541	821	787
TNRC6B	16	8	8	14	695	641	825	992
TNRC6C	4	4	4	8	204	221	271	346
TNRC6C-AS1	25	7	13	29	0	0	0	0
TNS1	0	0	0	0	11	8	14	19
TNS2	15	29	12	14	143	175	158	153
TNS3	18	27	12	16	924	998	1475	1849
TNS4	2	5	2	5	1	0	2	0
TNXA	0	0	0	0	0	0	0	0
TNXB	0	0	0	0	0	0	0	0
TOB1	11	12	8	11	357	318	373	297
TOB1-AS1	0	0	0	1	0	0	0	0
TOB2	6	6	8	9	274	202	326	327
TOB2P1	1	0	1	2	0	0	0	0
TOE1	57	54	40	39	388	371	544	593
TOLLIP	2	2	4	0	705	476	875	851
TOLLIP-AS1	0	0	0	0	0	0	0	0
TOM1	2	1	0	1	313	246	369	326
TOM1L1	166	134	137	142	481	479	809	877
TOM1L2	6	8	8	3	582	432	769	827
TOMM20	23	26	16	15	1399	1283	1992	1934
TOMM20L	43	26	39	32	0	1	1	0
TOMM22	15	21	15	11	950	810	1487	1281
TOMM34	54	62	50	40	1281	1244	1999	2210
TOMM40	258	386	273	287	1649	1521	2300	2632
TOMM40L	0	1	3	4	72	31	111	60
TOMM5	23	40	14	18	961	513	1382	911
TOMM6	3	6	3	3	966	840	1314	1218
TOMM7	4	1	3	3	615	559	822	693
TOMM70A	115	106	46	67	2284	2621	3170	4470
TONSL	21	27	14	22	311	318	484	653
TONSL-AS1	163	180	141	140	0	0	0	0
TOP1	31	59	24	53	2485	2199	3506	3679
TOP1MT	17	24	10	22	284	182	370	328
TOP1P1	2	1	1	1	0	0	0	0
TOP1P2	1	0	0	1	0	0	0	0
TOP2A	74	121	31	40	5080	6997	9000	13434
TOP2B	40	44	13	20	2874	2573	4456	5382
TOP3A	14	11	4	14	717	694	1064	1213
TOP3B	1	6	1	5	361	375	482	525
TOPAZ1	0	0	0	0	0	0	0	0
TOPBP1	29	63	26	37	759	693	1491	1599
TOPORS	26	64	32	56	419	480	623	811
